id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,duration_sec,rating_diff,rating_avg,rating_avg_norm
10337,True,2,outoftime,black,0+16,yht,2159,masterbigsuff,1500,e4 d5,B01,Scandinavian Defense,2,23.024,659,1829.5,0.6335209505941213
13014,True,2,outoftime,black,0+16,sklibur,1816,yht,2230,e4 d5,B01,Scandinavian Defense,2,8.112999936,414,2023.0,0.7545340838023765
16938,True,37,resign,white,0+16,morteza0088996655,2098,yht,2279,e4 d5 Nf3 dxe4 Ne5 Nf6 d4 exd3 Bxd3 Nbd7 f4 Nxe5 fxe5 Nd5 O-O e6 Nc3 Bc5+ Kh1 Nxc3 bxc3 Bd7 Qf3 Qe7 Qxb7 Rc8 Bb5 O-O Bd3 c6 Qa6 Bb6 Qc4 c5 Rf3 Qh4 Qxh4,A06,Zukertort Opening: Tennison Gambit,3,264.443000064,181,2188.5,0.858036272670419
13140,True,39,draw,draw,0+16,morteza0088996655,2002,yht,2302,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bd3 Bd6 O-O O-O Ne5 Nbd7 f4 c5 c3 c4 Bc2 b5 g4 Ne8 g5 Nxe5 dxe5 Bc5+ Kh1 Bh3 Qh5 Bf5 Bxf5 g6 Qg4 gxf5 Qxf5 Ng7 Qg4 Qc7 Rf3,C00,French Defense: Knight Variation,3,301.619000064,300,2152.0,0.8352095059412132
3656,True,23,mate,white,0+16,yht,2276,morteza0088996655,2111,e4 e5 Nf3 Nc6 Nc3 Bc5 Nxe5 Nxe5 d4 Bd6 dxe5 Bxe5 Bc4 Qf6 Nd5 Qd8 Qh5 Bf6 Nxc7+ Qxc7 Qxf7+ Kd8 Qf8#,C46,Three Knights Opening,5,113.94,165,2193.5,0.8611632270168855
995,True,33,resign,white,0+16,morteza0088996655,1500,yht,2352,d3 e6 Nc3 Bc5 Nf3 Nf6 d4 Bb4 Bd2 d5 a3 Ba5 e3 Bd7 Bd3 O-O h4 Bxc3 Bxc3 Ne8 Ng5 h6 Nh7 Nf6 Ng5 hxg5 hxg5 Ne4 Bxe4 dxe4 Qh5 f6 g6,A00,Mieses Opening,1,208.001000192,852,1926.0,0.6938711694809255
14582,True,2,outoftime,black,0+16,x2o97,1425,yht,2346,b3 d5,A01,Nimzo-Larsen Attack: Classical Variation,2,25.044,921,1885.5,0.6685428392745466
6343,True,2,outoftime,black,0+16,poster,1836,yht,2340,d4 d5,D00,Queen's Pawn Game,2,37.891999744,504,2088.0,0.7951844903064416
10918,True,2,outoftime,black,0+16,raminder57,1921,yht,2322,d4 d5,D00,Queen's Pawn Game,2,94.680999936,401,2121.5,0.8161350844277674
18039,True,2,outoftime,black,0+16,x2o97,1491,yht,2318,b3 d5,A01,Nimzo-Larsen Attack: Classical Variation,2,73.537999872,827,1904.5,0.6804252657911195
13342,True,90,mate,black,8+0,hurameshi,1305,yht,2318,d4 d5 c4 c6 Nf3 Nf6 Bg5 h6 Bh4 dxc4 e3 Bf5 Bxc4 Qb6 Qe2 Nbd7 Nc3 g5 Bg3 O-O-O O-O e6 Rac1 Ne4 Na4 Qa5 b3 Nxg3 fxg3 Ba3 Rc3 Kb8 Ne5 Nxe5 dxe5 b5 Bxb5 cxb5 Rc6 bxa4 bxa4 Bd3 Rb1+ Bxb1 h3 Qd5 Rd6 Bxd6 Qb2+ Qb7 Qxb7+ Kxb7 exd6 Rxd6 g4 Rd2 Kh2 Rc8 Kg3 Rcc2 Kf3 Rxg2 Ke4 f5+ gxf5 exf5+ Kxf5 Rg3 e4 Rxh3 e5 Re2+ Kf6 Rhe3 a5 Rxe5 a6+ Kxa6 a4 Re6+ Kg7 Rg6+ Kf7 Rb2 Ke7 Rb7+ Kf8 Rc6 Ke8 Rc8#,D11,Slav Defense: Bonet Gambit,7,508.232,1013,1811.5,0.6222639149468417
10266,True,2,outoftime,black,0+16,diba-rad,1654,yht,2314,e4 d5,B01,Scandinavian Defense,2,2236.644999936,660,1984.0,0.7301438398999375
15584,True,2,outoftime,black,0+16,x2o97,1500,yht,2314,b3 d5,A01,Nimzo-Larsen Attack: Classical Variation,2,463.744,814,1907.0,0.6819887429643527
12911,True,2,outoftime,black,0+16,twrn,1513,yht,2312,e4 d5,B01,Scandinavian Defense,2,415.503000064,799,1912.5,0.685428392745466
15631,True,27,outoftime,white,6+3,suskunkral,1591,mashi,1348,e4 e5 Bc4 Nc6 d3 b6 Nf3 Bb7 c3 Be7 O-O Nf6 Ng5 O-O Nxf7 Rxf7 Bxf7+ Kxf7 Bg5 h6 Bxf6 Bxf6 Qh5+ Kg8 f4 d6 f5,C23,Bishop's Opening,3,596.289999872,243,1469.5,0.4083802376485303
10415,True,19,resign,white,10+0,al-ol-da55,1531,mashi,1354,e4 e5 Bc4 Nc6 Bxf7+ Kxf7 Qe2 Nf6 Qc4+ d5 exd5 Na5 Qh4 Kg8 Nc3 Bc5 a3 Nxd5 Qxd8+,C23,Bishop's Opening,3,121.401999872,177,1442.5,0.391494684177611
18140,True,23,resign,white,10+0,mashi,1337,ivox100,1567,e4 e5 Nf3 Nc6 Bb5 Bd6 Bxc6 dxc6 O-O Nf6 Nc3 Bg4 d3 Qd7 Be3 b6 d4 O-O-O dxe5 Bxe5 Qxd7+ Rxd7 Nxe5,C60,Ruy Lopez,5,79.287000064,230,1452.0,0.3974358974358974
13561,True,53,resign,black,10+0,mashi,1349,hasseplayschess,1308,e4 c5 Nc3 e5 Bc4 h6 Nf3 Nc6 d3 d6 Be3 Be7 Qd2 a6 O-O-O b5 Bd5 Bb7 Bxc6+ Bxc6 Nd5 Nf6 Nxf6+ Bxf6 Ne1 Bg5 f4 exf4 Bxf4 Bxf4 Qxf4 O-O Nf3 Qd7 g4 Rae8 h4 Bb7 g5 hxg5 hxg5 f6 gxf6 Rxf6 Qh4 Rh6 Qxh6 gxh6 Rdg1+ Kh7 Ng5+ Kh8 Ne6,B23,Sicilian Defense: Closed Variation,3,578.819000064,41,1328.5,0.32020012507817386
11668,True,28,outoftime,black,10+0,sanskrit,1354,mashi,1337,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Ng5 O-O Nxf7 Rxf7 Bxf7+ Kxf7 h3 d5 Bg5 dxe4 Bxf6 Qxf6 Qe2 exd3 cxd3 Nd4 Qd2 Be6 f3 Qxf3,C50,Italian Game: Giuoco Pianissimo |  Normal,8,355.092000256,17,1345.5,0.3308317698561601
17377,True,14,resign,black,10+0,mashi,1345,chrisg97,1471,e4 c5 Nc3 Nc6 Bc4 g6 d3 Bg7 Be3 d6 Qd2 a6 Nd5 Bxb2,B25,Sicilian Defense: Closed Variation |  Traditional,4,223.816999936,126,1408.0,0.3699186991869919
7414,True,26,resign,black,10+0,mashi,1352,javaz,1503,e4 c5 Nc3 d6 Bc4 Nf6 d3 e6 Bg5 Be7 Nge2 h6 Bxf6 Bxf6 f4 Nc6 Qd2 O-O O-O-O Nd4 Nxd4 cxd4 Ne2 e5 f5 Bg5,B23,Sicilian Defense: Closed Variation,3,327.796999936,151,1427.5,0.3821138211382114
18153,True,45,resign,white,12+5,fabri18,1336,mashi,1364,e4 e5 Bc4 Nc6 Nf3 Bc5 O-O Nf6 Ng5 O-O Nc3 d5 Nxd5 Nxd5 Bxd5 Qxg5 d4 Qg6 dxc5 Nd4 Be3 Bg4 f3 Bh3 Qd2 c6 Bxd4 cxd5 Bxe5 dxe4 Rf2 exf3 Rxf3 Rad8 Qf2 Rfe8 Re1 b6 Rxh3 Rxe5 Rxe5 Rd1+ Re1 Rxe1+ Qxe1,C50,Giuoco Piano,6,1331.748,28,1350.0,0.33364602876798
6267,True,39,resign,white,15+5,hidanao,1527,mashi,1371,e4 e5 Nf3 Nc6 Bb5 Bc5 d3 d6 Nc3 Bd7 Ne2 Nge7 Bd2 a6 Bc4 f5 Ng5 fxe4 Nf7 Qb8 Nxh8 d5 Bb3 Qa7 O-O e3 fxe3 O-O-O Nf7 Rf8 Nd6+ Bxd6 Rxf8+ Nd8 Kh1 d4 e4 Ng6 Rg8,C64,Ruy Lopez: Classical Variation,6,683.943000064,156,1449.0,0.3955597248280175
8270,True,35,outoftime,white,6+5,tekechec,1572,mashi,1376,Nf3 d5 d4 Nf6 g3 Bf5 Bg2 Nc6 O-O e6 b3 Be7 Bb2 O-O c4 dxc4 bxc4 Nb4 a3 Nc2 Ra2 Nxd4 Nxd4 Qc8 Nc3 Rd8 e4 Bg6 e5 Ne8 Na4 c5 Qf3 cxd4 c5,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5,407.269999872,196,1474.0,0.41119449656035023
265,True,34,mate,black,6+5,mashi,1382,tekechec,1567,e4 Nc6 d4 e6 e5 Qh4 Nf3 Qh5 Nc3 Bb4 Bd2 d5 Nb5 Rb8 Bxb4 Nxb4 Nxc7+ Kd7 Nb5 Ne7 Nxa7 g5 Bb5+ Kc7 c4 g4 Nd2 Nd3+ Kf1 dxc4 Nxc4 Qf5 Nd6 Qxf2#,B00,King's Pawn Game: Nimzowitsch Defense,3,409.464999936,185,1474.5,0.41150719199499686
4218,True,34,resign,white,15+0,shamusokeefe,1372,mashi,1395,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 Re1 d6 c3 Bd7 Bxc6 Bxc6 d3 Ng4 d4 exd4 cxd4 Bb4 Bd2 Bxd2 Nbxd2 Nf6 e5 dxe5 dxe5 Ng4 e6 Bxf3 exf7+ Kxf7 Qxf3+ Nf6,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8,634.009999872,23,1383.5,0.3545966228893058
6349,True,61,outoftime,white,10+0,nicknick33,1412,mashi,1406,e4 e5 Bc4 Nc6 Nf3 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Ba4 h6 Nf3 e4 Nd4 Qxd4 O-O Qxa4 Nc3 Qc4 b3 Qe6 Re1 Bb4 Na4 Ba6 h3 O-O c3 Bd6 Bb2 Qe5 c4 Qh2+ Kf1 Nh5 Rxe4 f5 Re6 Qh1+ Ke2 Nf4+ Ke3 Qxd1 Rxd1 Nxe6 Rg1 Bf4+ Ke2 Rad8 Rd1 Nxc4 bxc4 Bxc4+ d3 Bxa2 g3,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11,667.107000064,6,1409.0,0.3705440900562852
17398,True,26,resign,black,10+3,mashi,1414,martanietzsche,1557,e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 d5 dxe5 Nc3 e6 Qe2 exd5 Qxe5+ Be7 Qxg7 Rf8 Qxh7 dxc4 Bf4 Bb4 Rd1 Qf6 Bxc7 Qe7+,B03,Alekhine Defense #3,7,474.646000128,143,1485.5,0.41838649155722324
9500,True,41,resign,white,10+5,mashi,1398,ketan_a_mahajan,1515,e4 d5 e5 Nc6 d4 f6 f4 Bf5 g4 Bg6 f5 fxe5 fxg6 hxg6 dxe5 Nxe5 Bg2 e6 g5 Be7 Qe2 Qd6 Bf4 Qb4+ Nd2 Nc6 Nf3 O-O-O Qxe6+ Kb8 Rb1 Qxf4 O-O Re8 Qxg6 Qf8 Ne5 Nf6 gxf6 Rh6 Nd7+,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5,384.001999872,117,1456.5,0.4002501563477173
14276,True,18,resign,black,6+7,mashi,1415,thekingdomcome,1437,e4 e6 Ne2 c6 e5 Qb6 d4 c5 Nbc3 cxd4 Nxd4 Bc5 Qg4 g6 Be3 Qxb2 Na4 Qxa1+,C00,French Defense #2,2,175.823000064,22,1426.0,0.3811757348342714
13930,True,46,mate,black,20+0,mashi,1421,wargoss,1630,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 Bc5 Bxc6 bxc6 Bg5 h6 Bd2 O-O Nxe5 d6 Nxc6 Qd7 Na5 Ng4 O-O d5 Nb3 Bb6 exd5 Qxd5 Nc3 Qf5 Qf3 Qxf3 gxf3 Ne5 Kg2 Bb7 Ne4 f5 Bc3 Ng6 Ng3 Nf4+ Kh1 Bxf3+ Kg1 Nh3#,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9,671.412,209,1525.5,0.4434021263289556
3403,True,75,mate,white,20+0,wargoss,1624,mashi,1427,e4 e5 Bc4 Nc6 d3 Bc5 Qf3 Nf6 Bg5 d6 h3 O-O Nc3 Nd4 Qd1 c6 Nce2 a5 c3 Nxe2 Qxe2 b5 Bb3 a4 Bd1 Qb6 Nf3 Nd7 O-O f6 Bh4 h5 d4 exd4 cxd4 Bb4 a3 Ba5 Bg3 c5 dxc5 dxc5 b3 axb3 Bxb3+ c4 Bc2 Bb7 Rab1 Nc5 a4 Rfe8 Rxb5 Qc6 Qxc4+ Ne6 Qa2 Kh8 Rxh5+ Kg8 Nd4 Qd7 Bb3 Qxd4 Rd1 Qxe4 f3 Bb6+ Kh1 Qg6 Bxe6+ Rxe6 Qxe6+ Kf8 Rh8#,C23,Bishop's Opening,3,1254.016999936,197,1525.5,0.4434021263289556
2640,True,48,resign,black,10+0,mashi,1439,bugatsinho,1422,e4 e5 Nf3 d6 Bb5+ c6 Ba4 Bg4 Bb3 Nf6 Nc3 Nbd7 d3 h6 Be3 Qe7 O-O O-O-O Bxa7 b6 d4 Kb7 dxe5 Nxe5 Nb5 cxb5 Bd5+ Nc6 Bxc6+ Kxc6 Nd4+ Kb7 Nxb5 Bxd1 Rfxd1 d5 exd5 Nxd5 Re1 Qc5 c4 Nc7 a4 Nxb5 axb5 Qxc4 Rec1 Qxb5,C41,Philidor Defense #2,4,363.691000064,17,1430.5,0.38398999374609133
371,True,14,resign,black,10+0,texas-ram,1454,mashi,1427,b3 e5 Bb2 Nc6 e3 Bc5 Bb5 Nge7 Qg4 O-O f4 d5 Bxc6 Bxg4,A01,Nimzo-Larsen Attack: Modern Variation #4,5,103.512999936,27,1440.5,0.3902439024390244
18222,True,33,mate,white,10+0,mashi,1413,anactacia,1441,e4 d6 Nf3 e6 Bb5+ Nd7 d3 c6 Ba4 Ngf6 Bg5 b5 Bb3 Nc5 Nbd2 a5 c3 a4 Bc2 Ba6 d4 Ncd7 e5 dxe5 Nxe5 Nxe5 dxe5 Be7 exf6 Bxf6 Qh5 O-O Qxh7#,B07,Pirc Defense #4,2,157.705999872,28,1427.0,0.3818011257035647
16049,True,42,mate,black,10+0,norok_orion,1444,mashi,1400,e4 e5 Nf3 Nc6 d4 f5 exf5 e4 Ne5 d5 Nxc6 bxc6 g4 Nf6 h3 c5 Nc3 c6 a3 Bd6 Be3 Qb6 dxc5 Bxc5 Bxc5 Qxc5 Na4 Qa5+ Nc3 O-O Be2 Qb6 b4 e3 O-O exf2+ Rxf2 Ne4 Na4 Qxf2+ Kh1 Ng3#,C44,Scotch Game,5,431.297999872,44,1422.0,0.3786741713570982
3427,True,37,resign,white,10+0,pawnisle,1518,mashi,1408,e4 e5 Bc4 Nc6 Nf3 Bc5 O-O Nf6 d3 O-O h3 Ne8 Nc3 Nd6 Bd5 Ne7 Bg5 Nxd5 Bxd8 Nxc3 bxc3 Rxd8 Nxe5 Nb5 Qd2 d5 exd5 Rxd5 Nc4 h6 Kh1 Be7 Ne3 Bg5 c4 Bxe3 fxe3,C50,Giuoco Piano,6,491.248999936,110,1463.0,0.40431519699812385
15737,True,101,mate,white,10+0,mashi,1394,elturko27,1442,e4 e5 Nf3 Nc6 Bb5 Bd6 d3 Nf6 O-O a6 Ba4 O-O Bxc6 bxc6 Bg5 h6 Bh4 Be7 Nxe5 d6 Nxc6 Qd7 Bxf6 Bxf6 Nb4 Bxb2 Nd2 Bxa1 Qxa1 Rb8 Nd5 Bb7 Qd4 c5 Qe3 Rbe8 Qg3 Re5 Nf6+ Kh8 Nxd7 Rg5 Qxd6 Rd8 Qf4 Rxd7 Rb1 Bc6 Rb8+ Kh7 Nf3 Rg6 Qh4 c4 Ng5+ Rxg5 Rh8+ Kxh8 f4 Rg6 f5 Rf6 g4 cxd3 cxd3 Rxd3 e5 Rd1+ Kf2 Rd2+ Ke3 g5 Qe1 Rfd6 exd6 Rxd6 Qg3 Bb5 Qxd6 Kg7 f6+ Kg6 h4 gxh4 Qe5 Kh7 Kf4 h3 Qf5+ Kg8 g5 h2 Qh3 h1=Q Qxh1 hxg5+ Kxg5 a5 Qh6 a4 Qg7#,C60,Ruy Lopez,5,939.902000128,48,1418.0,0.37617260787992496
7208,True,51,mate,white,10+0,mashi,1380,pmcheater,1418,e4 a5 Nf3 a4 Bb5 f6 O-O c6 Bd3 b5 c3 Na6 Bc2 Nc5 d4 Ne6 e5 Qc7 Nbd2 Bb7 Ne4 d6 exd6 exd6 Re1 d5 Nxf6+ Nxf6 Rxe6+ Kf7 Bf5 g6 Ne5+ Kg7 Bh3 Bc8 Rxc6 Qb7 Qd3 Bxh3 Qxh3 h5 Bg5 Ng4 Rxg6+ Kh7 Qxh5+ Bh6 Nxg4 Rag8 Qxh6#,B00,Ware Defense,2,461.618999808,38,1399.0,0.3642901813633521
5722,True,22,mate,black,10+5,lavinia5,1500,mashi,1369,Nc3 e5 e4 Nc6 Bc4 Nf6 Nf3 Bc5 Ng5 d5 Bb5 Bxf2+ Kxf2 Ng4+ Kg1 Qxg5 Bxc6+ bxc6 d4 Qf6 exd5 Qf2#,C50,Four Knights Game: Italian Variation,8,252.936999936,131,1434.5,0.38649155722326456
18408,True,45,mate,white,30+0,mcervants,1770,mashi,1372,d4 Nf6 c4 e5 d5 Bc5 e3 Bb6 a3 c6 Nc3 cxd5 cxd5 Ba5 b4 Bb6 Bc4 Qc7 Qe2 O-O Bb2 d6 Na4 Bg4 f3 Bd7 Nxb6 Qxb6 Nh3 e4 Bxf6 Bxh3 gxh3 exf3 Qxf3 gxf6 Qg3+ Kh8 Rg1 Qxe3+ Qxe3 Rc8 Qg3 Nd7 Qg7#,A51,Indian Game: Budapest Defense,4,1027.824,398,1571.0,0.4718574108818011
3825,True,42,resign,black,15+30,mashi,1374,bear_1102,1848,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6 Nf3 Qa5+ Bd2 Qa6 Qxa6 Nxa6 Nc3 c5 dxc5 Nxc5 Nb5 Na6 Nd6+ Bxd6 exd6 Nf6 Ne5 Nc5 Bg5 Nfd7 Nf3 f6 Bf4 Ne4 Nd4 e5 Ne6 Kf7 Nc7 exf4 Nxa8 Rxa8,B12,Caro-Kann Defense: Advance Variation,5,1310.409999872,474,1611.0,0.49687304565353346
6710,True,35,outoftime,white,5+5,said295,1457,mashi,1384,d4 d5 Nf3 Bf5 e3 Nf6 b3 Nc6 Bb5 e6 Bb2 Bd6 Nbd2 O-O Bxc6 bxc6 h4 c5 h5 c4 Qe2 Qe7 h6 Ba3 Bxa3 Qxa3 hxg7 Kxg7 O-O c3 Nb1 Qb2 Nxc3 Qxc3 Ne5,D04,Queen's Pawn Game: Colle System |  Anti-Colle,6,513.301999872,73,1420.5,0.3777360850531582
14625,True,42,mate,black,5+5,bosko1,1480,mashi,1368,e4 e5 d4 Nc6 d5 Nce7 Nf3 d6 Be2 Nf6 Bg5 Nxe4 Bxe7 Bxe7 Bd3 f5 Bxe4 fxe4 Nfd2 e3 fxe3 Bh4+ g3 Bg5 e4 O-O Nc3 Be3 Qe2 Bf2+ Kd1 Qg5 Rf1 Bg4 Qxg4 Qxg4+ Kc1 Be3 Rxf8+ Rxf8 Nb5 Rf1#,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,237.202000128,112,1424.0,0.3799249530956848
10686,True,31,draw,draw,15+4,daniil90,1313,mashi,1370,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 dxc6 Nxe5 Qd4 Nd3 Bb6 O-O Nf6 c3 Qxd3 Na3 Bg4 Qc2 Qxc2 Nxc2 c5 e5 Nd5 c4 Nf4 d4 Ne2+ Kh1 h5 f3,C64,Ruy Lopez: Classical Variation,6,554.373999872,57,1341.5,0.32833020637898686
7944,True,47,resign,white,15+4,mashi,1359,daniil90,1323,e4 e5 Nf3 d6 Bb5+ Bd7 Bc4 h6 d4 exd4 Qxd4 Nc6 Qd5 Be6 Qb5 Bxc4 Qxb7 Na5 Qb4 Bxa2 Qxa5 Bxb1 Rxb1 Nf6 Nd2 d5 exd5 Nxd5 O-O Bb4 Qa4+ Qd7 Re1+ Kd8 Qa6 Re8 Rxe8+ Qxe8 Qb7 Qe1+ Nf1 Bc5 Qxd5+ Ke7 Bg5+ f6 Rxe1+,C41,Philidor Defense #2,4,731.767000064,36,1341.0,0.32801751094434023
11051,True,28,outoftime,black,5+5,mashi,1361,z257275,1755,e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bd6 d4 h6 Nbd2 Nf6 Qb3 Qe7 O-O Na5 Qb5 Nxc4 Qxc4 O-O a4 b6 dxe5 Bxe5 Nxe5 Qxe5,C51,Italian Game: Evans Gambit |  Stone-Ware Variation,10,424.929000192,394,1558.0,0.4637273295809881
5451,True,39,mate,white,5+5,z257275,1752,mashi,1363,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 a3 O-O d3 Ng4 O-O Na5 Ba2 Nc6 h3 Nf6 Rb1 d6 Nd5 Re8 Ng5 Nxd5 Bxd5 Be6 Qh5 h6 Nxf7 Bxf7 Bxf7+ Kh8 Bxh6 Qf6 Bg5+ Qh6 Bxh6 Nd8 Bg5#,C50,Four Knights Game: Italian Variation,8,418.797000192,389,1557.5,0.4634146341463415
11069,True,54,resign,black,10+5,mashi,1373,kettlekev,1464,e4 c5 Nc3 d6 f4 Nf6 Nf3 a6 Ng5 e6 f5 exf5 Bc4 d5 Nxd5 Nxd5 Nxf7 Qe7 Nxh8 Qxe4+ Qe2 Qxe2+ Bxe2 Nb4 Bh5+ g6 Bd1 Bg7 c3 Nd3+ Ke2 Nf4+ Kf3 Ne6 Re1 Bxh8 Bb3 Ke7 d4 cxd4 Bg5+ Kf7 cxd4 Nc6 Be3 Bxd4 Bxd4 Nxd4+ Kg3 f4+ Kf2 Nxb3 axb3 h5,B23,Sicilian Defense: Closed Variation,3,696.128999936,91,1418.5,0.3764853033145716
17973,True,86,resign,black,10+0,mashi,1373,foxman2010,2007,e4 e5 Nc3 Nf6 Bc4 Nc6 Nf3 Nxe4 O-O Nxc3 dxc3 d6 Ng5 Be6 Bxe6 fxe6 Nxe6 Qd7 Qg4 Nd8 Qh5+ g6 Nxf8 Rxf8 Qh6 Ne6 g3 O-O-O f4 exf4 Bxf4 Nxf4 Rxf4 Rxf4 Qxf4 Qc6 Qg4+ Kb8 b4 Qxc3 Rf1 Qxc2 Rf7 Re8 Qd7 Re1+ Rf1 Rxf1+ Kxf1 Qb1+ Kg2 Qxa2+ Kh3 Qg8 b5 Qc8 Qxc8+ Kxc8 Kg4 a6 bxa6 bxa6 Kf3 a5 Ke2 a4 Kd1 d5 Kc1 d4 Kc2 c5 h4 a3 Kb1 d3 g4 d2 Kc2 a2 Kxd2 a1=Q Kd3 Qd4+ Kc2 Qxg4,C46,Four Knights Game: Italian Variation,7,815.1,634,1690.0,0.5462789243277049
11925,True,62,draw,draw,10+0,pabisso,1197,mashi,1379,e4 e5 Nf3 Nc6 Bc4 Bc5 Bb3 Nf6 d3 O-O c3 d5 Nbd2 d4 cxd4 Bxd4 Nc4 Ng4 O-O b5 h3 bxc4 Bxc4 Nf6 Nxd4 Nxd4 Be3 c5 f4 Nd7 fxe5 Nxe5 Bxd4 Qxd4+ Kh1 Nxc4 dxc4 Rd8 Qe2 Bb7 Rae1 Re8 Qg4 Qxb2 e5 Rxe5 Rd1 Rae8 Qg3 Re2 Rg1 Rxg2 Rxg2 Bxg2+ Qxg2 Qxg2+ Kxg2 Rf8 a4 a5 Rd5 Rc8,C50,Giuoco Piano,6,734.970000128,182,1288.0,0.2948717948717949
11472,True,20,outoftime,black,30+0,mashi,1382,eastlynne,1748,e4 c6 Nc3 d5 d4 dxe4 Nxe4 Bf5 Qe2 Bxe4 Qxe4 Nf6 Qe2 Qxd4 Qd3 e5 Qh3 Be7 Nf3 Qc5,B18,Caro-Kann Defense: Classical Variation,8,180.506000128,366,1565.0,0.46810506566604126
3436,True,136,resign,black,30+2,giselher,1778,mashi,1360,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Bc5 e3 Nc6 Qd5 Bb4+ Bd2 Bxd2+ Nbxd2 Nb4 Bd3 Nxd5 cxd5 O-O h3 Nh6 O-O d6 Rac1 dxe5 Nxe5 Qf6 Nef3 Qxb2 Rxc7 Rd8 Ng5 Rxd5 Bxh7+ Kh8 Rfc1 Rxg5 Rxc8+ Rxc8 Rxc8+ Kxh7 Nf3 Qb1+ Kh2 Ng4+ hxg4 Rg6 Kg3 f5 g5 Qe4 Kh2 Qd3 Ne5 Qd6 f4 Rxg5 fxg5 Qxe5+ g3 Qb2+ Kh3 Kg6 Rg8 Kxg5 Rd8 Qf6 Rd4 f4 exf4+ Kh5 Rd5+ Kg6 Rb5 Qe6+ Kh4 Kh7 Rxb7 Qf6+ Kg4 Qg6+ Kh4 Qf6+ Kg4 Qc3 Rxa7 Qc5 Ra4 Qd5 Ra7 Qd1+ Kh3 Qf1+ Kg4 Qe2+ Kh4 Kg6 Ra5 Qh2+ Kg4 Qe2+ Kh3 Kh6 a4 Qf1+ Kg4 Qd1+ Kh3 g6 Ra7 g5 Ra6+ Kh5 Kg2 gxf4 gxf4 Kg4 Rg6+ Kxf4 Rf6+ Ke5 Rf2 Qxa4 Re2+ Kd4 Rf2 Qc6+ Kf1 Ke3 Re2+ Kf3 Rf2+ Kg3 Rb2 Qc1+,A52,Budapest Defense: Adler Variation,7,2119.639000064,418,1569.0,0.4706066291432145
4627,True,55,resign,white,7+3,aderbalco,1547,mashi,1366,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Bg5 O-O Nc3 d6 Nd5 Na5 Nxf6+ gxf6 Bh6 Nxc4 Bxf8 Nxb2 Qd2 Qxf8 O-O Na4 Nh4 Kh8 Nf5 Bxf5 exf5 Nb6 c3 d5 Qe2 Qc8 Qh5 Qg8 Qh4 Qg5 Qh3 Nc8 Rac1 Nd6 d4 Ba3 Rcd1 Nxf5 dxe5 Bc5 Rxd5 Bb6 exf6 Qxf6 Rxf5 Qxc3 Qxc3+,C50,Italian Game: Giuoco Pianissimo |  Normal,8,680.618000128,181,1456.5,0.4002501563477173
12587,True,38,resign,white,5+5,rasool6872,1279,checkmate1,1408,e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 d6 d4 Bd7 dxe5 dxe5 Bxc6 bxc6 Nxe5 Bc5 Nxd7 Nxd7 O-O Qf6 Be3 Bxe3 fxe3 Qg6 Qd3 Ne5 Qe2 Ng4 Rf4 O-O Rxg4 Qh5 h3 Rfe8 Rxg7+ Kxg7 Qxh5 Re5,C48,Four Knights Game: Spanish Variation,7,431.636,129,1343.5,0.32958098811757347
16864,True,34,mate,black,10+0,5b2013jonathan,1599,dat_zacha,1473,e4 e5 Bc4 Nf6 Nf3 Nc6 a4 d5 Bb5 dxe4 Ng5 Bc5 Nxf7 Kxf7 d3 exd3 cxd3 a6 Bc4+ Ke8 d4 exd4 Bg5 Ne5 Bxf6 Qxf6 Nd2 Bg4 Qc2 Nxc4 Nxc4 d3 Qxd3 Qxf2#,C55,Italian Game: Two Knights Defense,6,261.759000064,126,1536.0,0.44996873045653535
